,heartRate,thermal,user_id
2019-04-07 17:15:06.601000192+08:00,137.0,11,Utopic Unicorn
2019-04-08 09:15:02.362999808+08:00,98.0,10,Utopic Unicorn
2019-04-08 11:15:49.538000128+08:00,89.0,10,Utopic Unicorn
2019-04-09 09:14:48.270999808+08:00,77.0,11,Utopic Unicorn
2019-04-09 11:15:09.212000+08:00,75.0,10,Utopic Unicorn
2019-04-09 13:14:54.724000+08:00,63.0,10,Utopic Unicorn
2019-04-09 14:09:48.217999872+08:00,83.0,10,Utopic Unicorn
2019-04-09 14:18:33.640000+08:00,70.0,10,Utopic Unicorn
2019-04-09 15:43:26.100000+08:00,92.0,10,Utopic Unicorn
2019-04-09 17:15:59.120000+08:00,67.0,10,Utopic Unicorn
2019-04-10 09:14:43.684000+08:00,77.0,9,Utopic Unicorn
2019-04-10 11:14:39.712000+08:00,85.0,11,Utopic Unicorn
2019-04-10 13:14:40.591000064+08:00,100.0,10,Utopic Unicorn
2019-04-10 15:14:39.773999872+08:00,77.0,10,Utopic Unicorn
2019-04-10 17:14:40.272000+08:00,91.0,10,Utopic Unicorn
2019-04-11 09:14:41.125999872+08:00,80.0,10,Utopic Unicorn
2019-04-11 11:14:41.120999936+08:00,85.0,10,Utopic Unicorn
2019-04-11 13:14:41.736999936+08:00,83.0,10,Utopic Unicorn
2019-04-12 09:14:43.964000+08:00,69.0,10,Utopic Unicorn
2019-04-13 09:14:49.130000128+08:00,115.0,10,Utopic Unicorn
2019-04-13 11:15:12.420999936+08:00,77.0,11,Utopic Unicorn
2019-04-13 13:14:44.840000+08:00,67.0,9,Utopic Unicorn
2019-04-13 15:14:45.564000+08:00,80.0,11,Utopic Unicorn
2019-04-13 17:28:08.753999872+08:00,122.0,11,Utopic Unicorn
2019-04-14 09:14:46.488000+08:00,86.0,10,Utopic Unicorn
2019-04-14 11:14:45.480000+08:00,98.0,11,Utopic Unicorn
2019-04-14 13:14:47.876000+08:00,84.0,10,Utopic Unicorn
2019-04-14 15:14:45.904999936+08:00,127.0,11,Utopic Unicorn
2019-04-14 17:14:46.602999808+08:00,86.0,10,Utopic Unicorn
2019-04-15 09:14:49.256000+08:00,104.0,11,Utopic Unicorn
2019-04-15 11:14:49.897000192+08:00,66.0,10,Utopic Unicorn
2019-04-15 13:51:36.480000+08:00,105.0,10,Utopic Unicorn
2019-04-15 15:03:19.744999936+08:00,75.0,10,Utopic Unicorn
2019-04-15 17:03:22.795000064+08:00,113.0,11,Utopic Unicorn
2019-04-16 09:03:18.140000+08:00,83.0,10,Utopic Unicorn
2019-04-16 11:03:15.299000064+08:00,82.0,10,Utopic Unicorn
2019-04-16 13:03:28.139000064+08:00,84.0,9,Utopic Unicorn
2019-04-16 15:03:27.316000+08:00,86.0,10,Utopic Unicorn
2019-04-16 15:48:14.641999872+08:00,84.0,10,Utopic Unicorn
2019-04-16 16:17:49.700999936+08:00,73.0,11,Utopic Unicorn
2019-04-16 16:33:24.170000128+08:00,71.0,11,Utopic Unicorn
2019-04-16 17:03:15.632000+08:00,77.0,10,Utopic Unicorn
2019-04-17 09:06:35.612000+08:00,83.0,10,Utopic Unicorn
2019-04-17 11:59:11.707000064+08:00,125.0,11,Utopic Unicorn
2019-04-17 13:03:20.821000192+08:00,86.0,10,Utopic Unicorn
2019-04-17 15:03:18.656000+08:00,76.0,10,Utopic Unicorn
2019-04-17 17:47:50.286000128+08:00,82.0,10,Utopic Unicorn
2019-04-17 17:47:51.816000+08:00,82.0,10,Utopic Unicorn
2019-04-18 09:14:34.418999808+08:00,83.0,10,Utopic Unicorn
2019-04-18 11:14:35.848999936+08:00,108.0,10,Utopic Unicorn
2019-04-18 13:21:51.520000+08:00,113.0,10,Utopic Unicorn
2019-04-18 15:14:34.891000064+08:00,69.0,10,Utopic Unicorn
2019-04-18 17:14:35.289999872+08:00,101.0,10,Utopic Unicorn
2019-04-19 09:14:34.846999808+08:00,61.0,10,Utopic Unicorn
2019-04-19 11:59:17.239000064+08:00,85.0,10,Utopic Unicorn
2019-04-19 13:14:35.132000+08:00,89.0,10,Utopic Unicorn
2019-04-19 15:14:37.328000+08:00,77.0,11,Utopic Unicorn
2019-04-19 17:14:42.920999936+08:00,72.0,9,Utopic Unicorn
2019-04-19 19:09:42.752999936+08:00,85.0,10,Utopic Unicorn
2019-04-20 09:14:38.144000+08:00,73.0,10,Utopic Unicorn
2019-04-20 11:14:37.364999936+08:00,75.0,10,Utopic Unicorn
2019-04-20 13:14:37.375000064+08:00,58.0,10,Utopic Unicorn
2019-04-20 14:12:32.665999872+08:00,81.0,10,Utopic Unicorn
2019-04-20 15:14:37.572000+08:00,77.0,11,Utopic Unicorn
2019-04-20 19:37:41.832999936+08:00,86.0,10,Utopic Unicorn
2019-04-21 09:46:41.344000+08:00,66.0,10,Utopic Unicorn
2019-04-21 11:14:44.217999872+08:00,68.0,10,Utopic Unicorn
2019-01-18 08:08:39.221999872+08:00,,10,Vivid Vervet
2019-01-22 21:52:46.504000+08:00,,9,Vivid Vervet
2019-01-22 21:52:46.628000+08:00,,10,Vivid Vervet
2019-01-22 21:52:46.632999936+08:00,,10,Vivid Vervet
2019-01-22 21:52:48.002000128+08:00,,10,Vivid Vervet
2019-01-22 21:52:48.008999936+08:00,,10,Vivid Vervet
2019-01-22 21:52:48.250999808+08:00,,10,Vivid Vervet
2019-01-22 21:52:48.272999936+08:00,,10,Vivid Vervet
2019-01-22 23:12:20.428999936+08:00,,10,Vivid Vervet
2019-01-26 13:18:00.111000064+08:00,,10,Vivid Vervet
2019-01-26 13:18:00.328999936+08:00,,11,Vivid Vervet
2019-01-26 13:18:00.435000064+08:00,,9,Vivid Vervet
2019-01-26 13:18:01.872999936+08:00,,10,Vivid Vervet
2019-01-26 17:29:18.595000064+08:00,,10,Vivid Vervet
2019-01-29 08:13:30.472000+08:00,,10,Vivid Vervet
2019-01-29 08:13:30.654000128+08:00,,10,Vivid Vervet
2019-01-29 08:13:32.043000064+08:00,,10,Vivid Vervet
2019-01-29 15:19:01.936999936+08:00,,10,Vivid Vervet
2019-01-29 15:19:19.250999808+08:00,,10,Vivid Vervet
2019-01-29 17:07:19.404000+08:00,,10,Vivid Vervet
2019-01-29 19:21:05.359000064+08:00,,10,Vivid Vervet
2019-01-29 21:06:12.811000064+08:00,,10,Vivid Vervet
2019-01-30 00:41:22.568999936+08:00,,10,Vivid Vervet
2019-01-31 10:41:46.000999936+08:00,,10,Vivid Vervet
2019-01-31 10:41:46.172000+08:00,,10,Vivid Vervet
2019-01-31 10:41:46.214999808+08:00,,10,Vivid Vervet
2019-01-31 10:41:46.217999872+08:00,,10,Vivid Vervet
2019-01-31 10:41:47.749000192+08:00,,11,Vivid Vervet
2019-01-31 10:41:47.752000+08:00,,10,Vivid Vervet
2019-01-31 10:41:47.767000064+08:00,,10,Vivid Vervet
2019-01-31 10:41:47.813999872+08:00,,10,Vivid Vervet
2019-01-31 10:41:47.821000192+08:00,,10,Vivid Vervet
2019-01-31 15:00:15.697999872+08:00,,10,Vivid Vervet
2019-01-31 17:12:11.602999808+08:00,,10,Vivid Vervet
2019-02-01 00:21:46.141999872+08:00,,10,Vivid Vervet
2019-02-01 01:42:21.941999872+08:00,,10,Vivid Vervet
2019-02-08 17:50:37.714999808+08:00,,10,Vivid Vervet
2019-02-08 17:50:37.931000064+08:00,,10,Vivid Vervet
2019-02-08 17:50:37.936999936+08:00,,10,Vivid Vervet
2019-02-08 17:50:39.064000+08:00,,10,Vivid Vervet
2019-02-09 15:16:51.776999936+08:00,,10,Vivid Vervet
2019-02-11 11:02:40.059000064+08:00,,10,Vivid Vervet
2019-02-16 08:52:56.244000+08:00,,11,Vivid Vervet
2019-02-16 08:52:56.301000192+08:00,,10,Vivid Vervet
2019-02-16 08:52:56.306999808+08:00,,10,Vivid Vervet
2019-02-16 08:52:57.736000+08:00,,10,Vivid Vervet
2019-02-16 08:52:57.742000128+08:00,,10,Vivid Vervet
2019-02-16 08:52:57.746000128+08:00,,10,Vivid Vervet
2019-02-16 08:52:57.802000128+08:00,,10,Vivid Vervet
2019-02-16 08:53:02.644999936+08:00,,10,Vivid Vervet
2019-02-16 08:53:02.648999936+08:00,,10,Vivid Vervet
2019-02-16 08:53:02.653000192+08:00,,10,Vivid Vervet
2019-02-16 08:53:02.656000+08:00,,10,Vivid Vervet
2019-02-16 08:53:02.663000064+08:00,,11,Vivid Vervet
2019-02-16 08:53:02.675000064+08:00,,10,Vivid Vervet
2019-02-16 08:53:02.680999936+08:00,,10,Vivid Vervet
2019-02-16 08:53:02.683000064+08:00,,10,Vivid Vervet
2019-02-16 08:53:02.691000064+08:00,,10,Vivid Vervet
2019-02-16 08:53:02.698999808+08:00,,10,Vivid Vervet
2019-02-16 08:53:02.704999936+08:00,,10,Vivid Vervet
2019-02-16 08:53:02.707000064+08:00,,10,Vivid Vervet
2019-02-16 08:53:02.712000+08:00,,10,Vivid Vervet
2019-02-16 08:53:02.714999808+08:00,,10,Vivid Vervet
2019-02-16 08:53:02.720000+08:00,,10,Vivid Vervet
2019-02-16 08:53:02.724000+08:00,,10,Vivid Vervet
2019-02-16 08:53:02.727000064+08:00,,10,Vivid Vervet
2019-02-16 08:53:02.731000064+08:00,,10,Vivid Vervet
2019-02-16 08:53:09.119000064+08:00,,10,Vivid Vervet
2019-02-16 08:53:09.125999872+08:00,,10,Vivid Vervet
2019-02-16 08:53:09.134000128+08:00,,10,Vivid Vervet
2019-02-16 08:53:09.136000+08:00,,10,Vivid Vervet
2019-02-16 08:53:09.144999936+08:00,,10,Vivid Vervet
2019-02-16 08:53:09.147000064+08:00,,11,Vivid Vervet
2019-02-16 08:53:09.153000192+08:00,,10,Vivid Vervet
2019-02-16 08:53:09.155000064+08:00,,11,Vivid Vervet
2019-02-16 08:53:09.163000064+08:00,,10,Vivid Vervet
2019-02-16 08:53:09.167000064+08:00,,10,Vivid Vervet
2019-02-16 08:53:09.170000128+08:00,,10,Vivid Vervet
2019-02-16 08:53:09.175000064+08:00,,10,Vivid Vervet
2019-02-16 08:53:09.177999872+08:00,,10,Vivid Vervet
2019-02-16 08:53:09.184999936+08:00,,10,Vivid Vervet
2019-02-16 08:53:09.206000128+08:00,,10,Vivid Vervet
2019-02-16 08:53:09.208000+08:00,,10,Vivid Vervet
2019-02-16 08:53:09.224000+08:00,,10,Vivid Vervet
2019-02-16 08:53:09.244999936+08:00,,10,Vivid Vervet
2019-02-16 08:53:09.253999872+08:00,,10,Vivid Vervet
2019-02-16 08:53:09.256999936+08:00,,10,Vivid Vervet
2019-02-16 08:53:09.260999936+08:00,,10,Vivid Vervet
2019-02-16 08:53:15.607000064+08:00,,11,Vivid Vervet
2019-02-16 08:53:15.672000+08:00,,11,Vivid Vervet
2019-02-16 08:53:15.676999936+08:00,,11,Vivid Vervet
2019-02-16 08:53:15.680000+08:00,,11,Vivid Vervet
2019-02-16 08:53:15.683000064+08:00,,10,Vivid Vervet
2019-02-16 08:53:15.701999872+08:00,,10,Vivid Vervet
2019-02-16 08:53:15.706000128+08:00,,10,Vivid Vervet
2019-02-16 08:53:15.709000192+08:00,,10,Vivid Vervet
2019-03-20 19:33:00.053999872+08:00,65.0,10,Vivid Vervet
2019-03-20 19:34:51.987000064+08:00,72.0,11,Vivid Vervet
2019-03-20 19:40:36.414000128+08:00,71.0,11,Vivid Vervet
2019-03-20 19:46:50.296000+08:00,73.0,9,Vivid Vervet
2019-03-20 19:48:19.710000128+08:00,69.0,11,Vivid Vervet
2019-03-20 19:48:50.813999872+08:00,69.0,9,Vivid Vervet
2019-03-20 20:15:24.573999872+08:00,70.0,10,Vivid Vervet
2019-03-20 20:25:46.635000064+08:00,79.0,9,Vivid Vervet
2019-03-20 20:40:05.776000+08:00,111.0,10,Vivid Vervet
2019-03-20 20:41:46.361999872+08:00,110.0,11,Vivid Vervet
2019-03-21 08:10:18.396000+08:00,60.0,10,Vivid Vervet
2019-03-21 09:12:11.516000+08:00,75.0,10,Vivid Vervet
2019-03-21 11:01:03.138000128+08:00,70.0,9,Vivid Vervet
2019-03-21 11:16:11.658999808+08:00,79.0,10,Vivid Vervet
2019-03-21 11:21:33.237999872+08:00,74.0,10,Vivid Vervet
2019-03-21 12:35:32.339000064+08:00,69.0,10,Vivid Vervet
2019-03-21 13:00:46.400000+08:00,86.0,11,Vivid Vervet
2019-03-21 13:01:19.405999872+08:00,84.0,11,Vivid Vervet
2019-03-21 13:33:37.835000064+08:00,80.0,11,Vivid Vervet
2019-03-21 13:38:35.280999936+08:00,87.0,10,Vivid Vervet
2019-03-21 17:51:35.394000128+08:00,73.0,10,Vivid Vervet
2019-03-22 07:35:34.128000+08:00,74.0,9,Vivid Vervet
2019-03-22 11:14:08.056000+08:00,66.0,9,Vivid Vervet
2019-03-22 11:17:42.362999808+08:00,78.0,10,Vivid Vervet
2019-03-22 11:25:31.107000064+08:00,84.0,10,Vivid Vervet
2019-03-22 11:57:53.828999936+08:00,86.0,11,Vivid Vervet
2019-03-22 13:23:28.802000128+08:00,70.0,10,Vivid Vervet
2019-03-22 14:04:39.344999936+08:00,94.0,10,Vivid Vervet
2019-03-22 15:03:27.128999936+08:00,94.0,11,Vivid Vervet
2019-03-22 15:58:28.119000064+08:00,92.0,11,Vivid Vervet
2019-03-22 18:45:28.116000+08:00,92.0,10,Vivid Vervet
2019-03-23 00:06:31.237999872+08:00,89.0,9,Vivid Vervet
2019-03-23 09:14:21.430000128+08:00,56.0,10,Vivid Vervet
2019-03-23 15:54:39.181999872+08:00,57.0,11,Vivid Vervet
2019-03-23 15:54:42.161999872+08:00,57.0,10,Vivid Vervet
2019-03-31 14:15:21.840000+08:00,93.0,10,Vivid Vervet
2019-03-31 14:15:40.888999936+08:00,93.0,10,Vivid Vervet
2019-03-31 17:16:53.155000064+08:00,93.0,10,Vivid Vervet
2019-04-01 09:30:50.826999808+08:00,93.0,10,Vivid Vervet
2019-04-01 11:57:08.476000+08:00,83.0,9,Vivid Vervet
2019-04-01 13:17:12.573999872+08:00,76.0,10,Vivid Vervet
2019-04-01 17:19:46.775000064+08:00,66.0,10,Vivid Vervet
2019-04-01 17:33:28.564999936+08:00,67.0,10,Vivid Vervet
2019-04-01 17:37:23.253999872+08:00,73.0,10,Vivid Vervet
2019-04-01 17:48:27.332999936+08:00,65.0,9,Vivid Vervet
2019-04-02 09:15:33.200000+08:00,79.0,10,Vivid Vervet
2019-04-02 13:15:27.589999872+08:00,81.0,10,Vivid Vervet
2019-04-02 13:52:34.700000+08:00,85.0,10,Vivid Vervet
2019-04-02 15:15:24.736000+08:00,79.0,10,Vivid Vervet
2019-04-02 17:15:27.858000128+08:00,89.0,10,Vivid Vervet
2019-04-02 17:54:54.684999936+08:00,94.0,10,Vivid Vervet
2019-04-03 10:58:38.652000+08:00,103.0,10,Vivid Vervet
2019-04-03 11:01:48.371000064+08:00,90.0,10,Vivid Vervet
2019-04-03 13:23:13.868999936+08:00,98.0,10,Vivid Vervet
2019-04-03 13:53:01.508000+08:00,90.0,11,Vivid Vervet
2019-04-03 13:54:23.564999936+08:00,90.0,10,Vivid Vervet
2019-04-03 14:12:55.236999936+08:00,70.0,10,Vivid Vervet
2019-04-03 14:18:20.506000128+08:00,74.0,10,Vivid Vervet
2019-04-03 14:59:30.316000+08:00,79.0,10,Vivid Vervet
2019-04-03 15:02:29.284000+08:00,88.0,10,Vivid Vervet
2019-04-03 15:16:42.203000064+08:00,74.0,10,Vivid Vervet
2019-04-03 17:16:41.829999872+08:00,68.0,10,Vivid Vervet
2019-04-04 00:23:57.456999936+08:00,70.0,10,Vivid Vervet
2019-04-04 09:17:07.368999936+08:00,71.0,10,Vivid Vervet
2019-04-04 12:42:20.747000064+08:00,70.0,10,Vivid Vervet
2019-04-04 13:11:40.882999808+08:00,90.0,10,Vivid Vervet
2019-04-04 15:00:58.841000192+08:00,74.0,10,Vivid Vervet
2019-04-04 15:11:17.263000064+08:00,105.0,10,Vivid Vervet
2019-04-04 17:11:16.824999936+08:00,65.0,10,Vivid Vervet
2019-04-04 19:02:01.387000064+08:00,108.0,10,Vivid Vervet
2019-04-05 09:21:39.482000128+08:00,78.0,10,Vivid Vervet
2019-04-05 11:08:16.437999872+08:00,84.0,10,Vivid Vervet
2019-04-05 13:08:19.232000+08:00,96.0,10,Vivid Vervet
2019-04-05 15:09:19.427000064+08:00,76.0,10,Vivid Vervet
2019-04-05 16:52:54.701999872+08:00,90.0,10,Vivid Vervet
2019-04-05 17:08:20.379000064+08:00,59.0,10,Vivid Vervet
2019-04-05 19:15:41.756999936+08:00,74.0,10,Vivid Vervet
2019-04-05 19:25:41.354000128+08:00,68.0,10,Vivid Vervet
2019-04-06 15:19:28.726000128+08:00,85.0,10,Vivid Vervet
2019-04-07 02:38:06.549999872+08:00,95.0,11,Vivid Vervet
2019-04-08 15:16:53.645999872+08:00,74.0,10,Vivid Vervet
2019-04-08 17:10:31.488000+08:00,75.0,10,Vivid Vervet
2019-04-09 09:14:19.491000064+08:00,91.0,11,Vivid Vervet
2019-04-09 10:35:36.583000064+08:00,73.0,11,Vivid Vervet
2019-04-09 11:03:03.880999936+08:00,72.0,10,Vivid Vervet
2019-04-09 13:03:01.836999936+08:00,76.0,10,Vivid Vervet
2019-04-09 13:26:49.628999936+08:00,81.0,10,Vivid Vervet
2019-04-09 14:00:06.471000064+08:00,83.0,11,Vivid Vervet
2019-04-09 15:03:01.232999936+08:00,65.0,10,Vivid Vervet
2019-04-09 15:44:45.663000064+08:00,70.0,9,Vivid Vervet
2019-04-10 11:07:17.579000064+08:00,69.0,10,Vivid Vervet
2019-04-10 11:26:49.973999872+08:00,69.0,10,Vivid Vervet
2019-04-10 13:06:46.762000128+08:00,84.0,10,Vivid Vervet
2019-04-10 14:43:57.122999808+08:00,69.0,10,Vivid Vervet
2019-04-10 14:59:45.139000064+08:00,70.0,11,Vivid Vervet
2019-04-10 15:06:46.114000128+08:00,72.0,10,Vivid Vervet
2019-04-10 16:05:04.469000192+08:00,74.0,10,Vivid Vervet
2019-04-10 17:06:46.888000+08:00,103.0,11,Vivid Vervet
2019-04-11 09:59:06.213999872+08:00,101.0,10,Vivid Vervet
2019-04-11 11:06:46.980000+08:00,83.0,9,Vivid Vervet
2019-04-11 12:43:52.984000+08:00,80.0,10,Vivid Vervet
2019-04-11 13:00:56.616000+08:00,78.0,10,Vivid Vervet
2019-04-11 13:30:20.266000128+08:00,69.0,9,Vivid Vervet
2019-04-11 15:10:20.768000+08:00,91.0,10,Vivid Vervet
2019-04-11 17:10:18.917999872+08:00,64.0,10,Vivid Vervet
2019-04-12 09:10:39.371000064+08:00,91.0,11,Vivid Vervet
2019-04-12 09:25:01.464000+08:00,91.0,10,Vivid Vervet
2019-04-12 11:10:20.663000064+08:00,67.0,10,Vivid Vervet
2019-04-12 13:10:25.800000+08:00,81.0,11,Vivid Vervet
2019-04-12 15:10:22.131000064+08:00,67.0,10,Vivid Vervet
2019-04-12 18:44:24.872000+08:00,80.0,11,Vivid Vervet
2019-04-12 23:08:52.796999936+08:00,91.0,10,Vivid Vervet
2019-04-15 15:23:20.579000064+08:00,70.0,10,Vivid Vervet
2019-04-15 15:43:21.491000064+08:00,68.0,10,Vivid Vervet
2019-04-15 17:03:24.522000128+08:00,76.0,10,Vivid Vervet
2019-04-15 18:23:36.075000064+08:00,73.0,10,Vivid Vervet
2019-04-15 19:00:12.628000+08:00,73.0,10,Vivid Vervet
2019-04-15 21:52:15.176000+08:00,67.0,10,Vivid Vervet
2019-04-15 22:47:37.477999872+08:00,64.0,9,Vivid Vervet
2019-04-16 09:57:24.688000+08:00,124.0,10,Vivid Vervet
2019-04-16 10:12:50.417999872+08:00,74.0,11,Vivid Vervet
2019-04-16 11:03:24.523000064+08:00,66.0,10,Vivid Vervet
2019-04-16 13:03:23.500999936+08:00,58.0,11,Vivid Vervet
2019-04-16 13:56:31.864999936+08:00,81.0,11,Vivid Vervet
2019-04-16 15:16:42.161999872+08:00,69.0,10,Vivid Vervet
2019-04-16 16:52:05.676000+08:00,73.0,9,Vivid Vervet
2019-04-16 17:16:31.423000064+08:00,70.0,10,Vivid Vervet
2019-04-16 17:22:06.769999872+08:00,104.0,10,Vivid Vervet
2019-04-17 09:16:38.204000+08:00,75.0,10,Vivid Vervet
2019-04-17 16:24:51.142999808+08:00,67.0,10,Vivid Vervet
2019-01-19 11:35:39.533999872+08:00,,10,Wily Werewolf
2019-01-19 11:35:39.539000064+08:00,,10,Wily Werewolf
2019-01-19 11:35:39.546000128+08:00,,11,Wily Werewolf
2019-01-19 11:35:42.163000064+08:00,,9,Wily Werewolf
2019-01-19 11:35:42.167000064+08:00,,9,Wily Werewolf
2019-01-19 11:35:42.177999872+08:00,,10,Wily Werewolf
2019-01-19 11:35:42.184999936+08:00,,9,Wily Werewolf
2019-01-19 11:35:42.188000+08:00,,9,Wily Werewolf
2019-01-19 11:35:42.192000+08:00,,11,Wily Werewolf
2019-01-19 11:35:42.198999808+08:00,,11,Wily Werewolf
2019-01-19 11:35:42.203000064+08:00,,10,Wily Werewolf
2019-01-19 11:36:28.724000+08:00,,11,Wily Werewolf
2019-01-19 11:37:10.897000192+08:00,,9,Wily Werewolf
2019-01-21 10:31:30.628999936+08:00,,11,Wily Werewolf
2019-01-21 10:31:30.635000064+08:00,,10,Wily Werewolf
2019-03-12 13:50:06.648999936+08:00,78.0,11,Wily Werewolf
2019-03-13 05:55:26.197999872+08:00,102.0,9,Wily Werewolf
2019-03-13 09:10:23.331000064+08:00,70.0,10,Wily Werewolf
2019-03-13 11:10:24.876000+08:00,56.0,9,Wily Werewolf
2019-03-13 13:10:23.111000064+08:00,86.0,10,Wily Werewolf
2019-03-18 11:04:20.517999872+08:00,66.0,10,Wily Werewolf
2019-03-18 13:33:00.486000128+08:00,81.0,10,Wily Werewolf
2019-03-18 13:33:05.230000128+08:00,81.0,11,Wily Werewolf
2019-03-19 09:01:03.632000+08:00,63.0,10,Wily Werewolf
2019-03-19 09:01:07.905999872+08:00,63.0,9,Wily Werewolf
2019-03-19 11:01:03.720000+08:00,71.0,10,Wily Werewolf
2019-03-19 13:01:09.504000+08:00,97.0,11,Wily Werewolf
2019-03-19 17:16:36.128999936+08:00,100.0,11,Wily Werewolf
2019-03-20 09:06:42.391000064+08:00,57.0,9,Wily Werewolf
2019-03-20 12:08:16.114000128+08:00,119.0,10,Wily Werewolf
2019-03-20 13:17:07.293999872+08:00,73.0,10,Wily Werewolf
2019-03-20 13:29:52.594000128+08:00,69.0,9,Wily Werewolf
2019-03-20 15:17:10.436999936+08:00,75.0,11,Wily Werewolf
2019-03-20 15:50:05.696000+08:00,66.0,10,Wily Werewolf
2019-03-20 17:17:06.676999936+08:00,58.0,9,Wily Werewolf
2019-03-21 08:39:43.488000+08:00,111.0,11,Wily Werewolf
2019-03-21 09:17:45.823000064+08:00,76.0,9,Wily Werewolf
2019-03-21 11:17:49.108999936+08:00,75.0,11,Wily Werewolf
2019-03-21 13:17:45.342000128+08:00,74.0,11,Wily Werewolf
2019-03-21 15:36:53.069999872+08:00,69.0,9,Wily Werewolf
2019-03-21 15:49:53.796000+08:00,81.0,9,Wily Werewolf
2019-03-21 15:57:47.532000+08:00,66.0,10,Wily Werewolf
2019-03-21 16:06:19.874000128+08:00,65.0,10,Wily Werewolf
2019-03-25 11:57:40.552000+08:00,82.0,11,Wily Werewolf
2019-03-25 13:01:20.028000+08:00,74.0,10,Wily Werewolf
2019-03-25 14:04:04.233999872+08:00,69.0,10,Wily Werewolf
2019-03-25 15:01:21.492999936+08:00,82.0,9,Wily Werewolf
2019-03-25 18:22:10.209000192+08:00,82.0,10,Wily Werewolf
2019-03-26 09:17:43.302000128+08:00,74.0,9,Wily Werewolf
2019-03-26 11:17:41.546999808+08:00,64.0,10,Wily Werewolf
2019-03-26 13:17:42.139000064+08:00,73.0,10,Wily Werewolf
2019-03-26 15:17:43.401999872+08:00,71.0,10,Wily Werewolf
2019-03-26 17:17:42.127000064+08:00,83.0,10,Wily Werewolf
2019-03-27 09:17:43.239000064+08:00,91.0,10,Wily Werewolf
2019-03-27 11:17:43.096000+08:00,62.0,10,Wily Werewolf
2019-03-27 13:17:44.313999872+08:00,70.0,10,Wily Werewolf
2019-03-27 15:17:44.288000+08:00,73.0,10,Wily Werewolf
2019-03-27 17:17:44.464000+08:00,70.0,9,Wily Werewolf
2019-03-27 19:14:58.657999872+08:00,65.0,11,Wily Werewolf
2019-03-28 13:17:35.826999808+08:00,78.0,10,Wily Werewolf
2019-03-28 15:17:32.229000192+08:00,75.0,10,Wily Werewolf
2019-03-29 05:55:13.917999872+08:00,78.0,10,Wily Werewolf
2019-04-01 11:14:00.187000064+08:00,62.0,9,Wily Werewolf
2019-04-01 13:13:59.667000064+08:00,68.0,10,Wily Werewolf
2019-04-01 15:14:00.147000064+08:00,72.0,10,Wily Werewolf
2019-04-02 06:05:34.532999936+08:00,102.0,10,Wily Werewolf
2019-04-02 08:08:12.583000064+08:00,102.0,10,Wily Werewolf
2019-04-02 09:14:01.407000064+08:00,87.0,10,Wily Werewolf
2019-04-02 11:14:00.397000192+08:00,77.0,10,Wily Werewolf
2019-04-02 13:14:00.852000+08:00,99.0,11,Wily Werewolf
2019-04-02 15:14:03.513999872+08:00,79.0,11,Wily Werewolf
2019-04-02 17:14:05.787000064+08:00,94.0,11,Wily Werewolf
2019-04-03 09:14:06.860000+08:00,92.0,10,Wily Werewolf
2019-04-03 11:14:01.979000064+08:00,70.0,10,Wily Werewolf
2019-04-03 13:14:02.828000+08:00,79.0,10,Wily Werewolf
2019-04-03 15:14:05.288000+08:00,68.0,11,Wily Werewolf
2019-04-03 17:14:03.546999808+08:00,85.0,10,Wily Werewolf
2019-04-04 11:04:06.345999872+08:00,59.0,10,Wily Werewolf
2019-04-04 13:01:05.141999872+08:00,72.0,10,Wily Werewolf
2019-04-04 13:04:06.124999936+08:00,68.0,10,Wily Werewolf
2019-04-04 15:04:06.259000064+08:00,66.0,10,Wily Werewolf
2019-04-04 17:04:09.548000+08:00,97.0,10,Wily Werewolf
2019-04-05 09:17:20.872999936+08:00,97.0,10,Wily Werewolf
2019-04-05 11:04:08.181999872+08:00,62.0,10,Wily Werewolf
2019-04-05 13:04:07.792000+08:00,84.0,9,Wily Werewolf
2019-04-05 15:04:08.726000128+08:00,87.0,11,Wily Werewolf
2019-04-05 17:04:08.857000192+08:00,88.0,10,Wily Werewolf
2019-04-06 13:04:22.456000+08:00,88.0,10,Wily Werewolf
2019-04-06 13:04:24.411000064+08:00,88.0,10,Wily Werewolf
2019-04-06 15:04:18.528999936+08:00,88.0,10,Wily Werewolf
2019-04-06 17:04:09.931000064+08:00,88.0,10,Wily Werewolf
2019-04-07 10:13:03.619000064+08:00,88.0,10,Wily Werewolf
2019-04-07 12:28:59.840000+08:00,88.0,10,Wily Werewolf
2019-04-07 17:04:11.415000064+08:00,88.0,10,Wily Werewolf
2019-04-07 17:11:51.551000064+08:00,88.0,11,Wily Werewolf
2019-04-08 09:14:20.229000192+08:00,83.0,10,Wily Werewolf
2019-04-08 12:07:34.510999808+08:00,110.0,10,Wily Werewolf
2019-04-08 13:14:22.650000128+08:00,75.0,10,Wily Werewolf
2019-04-08 15:14:20.937999872+08:00,72.0,10,Wily Werewolf
2019-04-08 21:26:41.885999872+08:00,80.0,10,Wily Werewolf
2019-04-09 05:55:24.561000192+08:00,80.0,10,Wily Werewolf
2019-04-09 09:14:27.484000+08:00,80.0,10,Wily Werewolf
2019-04-09 11:14:22.232000+08:00,65.0,10,Wily Werewolf
2019-04-09 13:14:21.795000064+08:00,82.0,10,Wily Werewolf
2019-04-09 15:14:25.538000128+08:00,101.0,10,Wily Werewolf
